EDINET CODE,証券コード,会社名,33業種区分,17業種区分,規模区分
E01631,64800,日本トムソン株式会社,機械,機械 ,6
E04768,85840,株式会社ジャックス,その他金融業,金融（除く銀行） ,6
E25551,28820,イートアンド株式会社,食料品,食品 ,7
E00645,38650,北越紀州製紙株式会社,パルプ・紙,素材・化学 ,6
E01092,51950,バンドー化学株式会社,ゴム製品,自動車・輸送機 ,7
E00815,41820,三菱瓦斯化学株式会社,化学,素材・化学 ,4
E00871,42420,株式会社タカギセイコー,化学,素材・化学 ,
E02986,33740,内外テック株式会社,卸売業,商社・卸売 ,
E30863,,JA三井リース株式会社,,,
E02152,72700,富士重工業株式会社,輸送用機器,自動車・輸送機 ,2
E01536,63310,三菱化工機株式会社,機械,機械 ,7
E00453,28940,石井食品株式会社,食料品,食品 ,
E03293,75540,株式会社幸楽苑ホールディングス,小売業,小売 ,7
E25165,31670,株式会社ＴＯＫＡＩホールディングス,卸売業,商社・卸売 ,6
E04199,90780,株式会社エスライン,陸運業,運輸・物流 ,
E05306,27490,株式会社ＪＰホールディングス,サービス業,情報通信・サービスその他 ,7
E01738,65020,株式会社　東芝,電気機器,電機・精密 ,
E05175,48330,株式会社ぱど,サービス業,情報通信・サービスその他 ,
E01951,66520,ＩＤＥＣ株式会社,電気機器,電機・精密 ,7
E00518,29280,ＲＩＺＡＰグループ株式会社,,,
E02542,30040,神栄株式会社,卸売業,商社・卸売 ,7
E03301,75770,株式会社パスポート,小売業,小売 ,
E00312,17260,株式会社ビーアールホールディングス,建設業,建設・資材 ,7
E32803,71920,日本モーゲージサービス株式会社,その他金融業,金融（除く銀行） ,
E01597,64610,日本ピストンリング株式会社,機械,機械 ,7
E33052,,桃太郎源株式会社,,,
E01112,51610,西川ゴム工業株式会社,ゴム製品,自動車・輸送機 ,
E00130,18530,株式会社森組,建設業,建設・資材 ,
E00895,46150,神東塗料株式会社,化学,素材・化学 ,7
E02602,80660,三谷商事株式会社,卸売業,商社・卸売 ,
E02590,,KISCO株式会社,,,
E23245,31560,株式会社ＵＫＣホールディングス,卸売業,商社・卸売 ,6
E00771,40460,株式会社大阪ソーダ,化学,素材・化学 ,7
E00691,37080,特種東海製紙株式会社,パルプ・紙,素材・化学 ,7
E00182,19920,神田通信機株式会社,建設業,建設・資材 ,
E01097,51910,住友理工株式会社,ゴム製品,自動車・輸送機 ,6
E00721,94750,株式会社昭文社,情報・通信業,情報通信・サービスその他 ,7
E00711,79460,株式会社光陽社,その他製品,情報通信・サービスその他 ,
E03398,27530,株式会社あみやき亭,小売業,小売 ,7
E31672,,株式会社ユリアインターナショナル,,,
E03542,83420,株式会社青森銀行,銀行業,銀行 ,7
E02738,98160,株式会社ストライダーズ,不動産業,不動産 ,
E01422,59400,不二サッシ株式会社,金属製品,建設・資材 ,
E24562,66280,オンキヨー株式会社,電気機器,電機・精密 ,
E01264,54110,ジェイ　エフ　イー　ホールディングス株式会社,鉄鋼,鉄鋼・非鉄 ,2
E03493,78230,株式会社アートネイチャー,その他製品,情報通信・サービスその他 ,7
E02028,66550,東洋電機株式会社,,,
E04519,95370,北陸瓦斯株式会社,電気・ガス業,電力・ガス ,
E01003,41850,ＪＳＲ株式会社,化学,素材・化学 ,4
E26813,71620,アストマックス株式会社,証券、商品先物取引業,金融（除く銀行） ,
E00824,42060,アイカ工業株式会社,化学,素材・化学 ,4
E01862,68790,株式会社イマジカ・ロボットホールディングス,情報・通信業,情報通信・サービスその他 ,7
E30140,60890,株式会社ウィルグループ,サービス業,情報通信・サービスその他 ,7
E01152,52080,株式会社有沢製作所,化学,素材・化学 ,6
E00981,45650,そーせいグループ株式会社,医薬品,医薬品 ,
E01701,63000,アピックヤマダ株式会社,機械,機械 ,
E27759,32910,飯田グループホールディングス株式会社,不動産業,不動産 ,4
E01486,61130,株式会社 アマダホールディングス,機械,機械 ,4
E03213,99690,株式会社ショクブン,小売業,小売 ,
E03321,76160,株式会社コロワイド,小売業,小売 ,6
E32109,71850,ヒロセ通商株式会社,証券、商品先物取引業,金融（除く銀行） ,
E02377,79910,マミヤ・オーピー株式会社,機械,機械 ,
E03333,76380,株式会社ＮＥＷ ＡＲＴ,小売業,小売 ,
E31071,60340,ＭＲＴ株式会社,サービス業,情報通信・サービスその他 ,
E02941,27150,エレマテック株式会社,卸売業,商社・卸売 ,7
E00373,22060,江崎グリコ株式会社,食料品,食品 ,4
E04613,12340,株式会社大利根カントリー倶楽部,,,
E05029,47190,株式会社アルファシステムズ,情報・通信業,情報通信・サービスその他 ,7
E05700,21580,株式会社FRONTEO,サービス業,情報通信・サービスその他 ,
E00744,23760,株式会社サイネックス,サービス業,情報通信・サービスその他 ,7
E05621,21380,クルーズ株式会社,情報・通信業,情報通信・サービスその他 ,
E21706,21830,株式会社リニカル,サービス業,情報通信・サービスその他 ,7
E03855,88010,三井不動産株式会社,不動産業,不動産 ,2
E02853,75170,黒田電気株式会社,卸売業,商社・卸売 ,6
E05151,48140,ネクストウェア株式会社,情報・通信業,情報通信・サービスその他 ,
E04589,96330,東京テアトル株式会社,サービス業,情報通信・サービスその他 ,7
E05452,17110,株式会社省電舎,建設業,建設・資材 ,
E04636,,株式会社筑波ゴルフコース,,,
E04084,32580,ユニゾホールディングス株式会社,不動産業,不動産 ,6
E02566,80300,中央魚類株式会社,卸売業,商社・卸売 ,
E32811,65410,グレイステクノロジー株式会社,サービス業,情報通信・サービスその他 ,
E01794,67730,パイオニア株式会社,電気機器,電機・精密 ,6
E01912,66470,森尾電機株式会社,電気機器,電機・精密 ,
E26842,31750,株式会社エー・ピーカンパニー,小売業,小売 ,7
E04341,90250,鴻池運輸株式会社,陸運業,運輸・物流 ,6
E32189,62370,株式会社イワキ,機械,機械 ,
E00867,78860,ヤマト・インダストリー株式会社,化学,素材・化学 ,
E03551,83330,株式会社　常陽銀行,,,
E02745,99020,株式会社日伝,卸売業,商社・卸売 ,7
E03380,27050,株式会社大戸屋ホールディングス,小売業,小売 ,
E01960,69570,株式会社芝浦電子,電気機器,電機・精密 ,
E01548,62450,株式会社ヒラノテクシード,機械,機械 ,
E00067,18840,日本道路株式会社,建設業,建設・資材 ,6
E03560,83240,株式会社第四銀行,銀行業,銀行 ,4
E02214,72870,日本精機株式会社,輸送用機器,自動車・輸送機 ,
E04946,85660,リコーリース株式会社,その他金融業,金融（除く銀行） ,6
E00168,19820,日比谷総合設備株式会社,建設業,建設・資材 ,7
E02517,80980,稲畑産業株式会社,卸売業,商社・卸売 ,6
E00540,31160,トヨタ紡織株式会社,輸送用機器,自動車・輸送機 ,4
E02275,77520,株式会社リコー,電気機器,電機・精密 ,4
E02586,,株式会社ヤナセ,,,
E00976,45550,沢井製薬株式会社,医薬品,医薬品 ,4
E05297,23210,株式会社ソフトフロントホールディングス,情報・通信業,情報通信・サービスその他 ,
E00238,18480,株式会社富士ピー・エス,建設業,建設・資材 ,
E02724,98800,イノテック株式会社,卸売業,商社・卸売 ,7
E02825,74600,株式会社ヤギ,卸売業,商社・卸売 ,
E00334,22820,日本ハム株式会社,食料品,食品 ,4
E00823,42150,タキロンシーアイ株式会社,化学,素材・化学 ,7
E02835,74760,アズワン株式会社,卸売業,商社・卸売 ,6
E00898,40950,日本パーカライジング株式会社,化学,素材・化学 ,4
E02561,80760,株式会社カノークス,,,
E02229,72120,株式会社エフテック,輸送用機器,自動車・輸送機 ,7
E04576,96950,株式会社鴨川グランドホテル,サービス業,情報通信・サービスその他 ,
E01832,,株式会社リゾート＆メディカル,,,
E03041,82530,株式会社クレディセゾン,その他金融業,金融（除く銀行） ,4
E02579,80850,ナラサキ産業株式会社,卸売業,商社・卸売 ,
E02385,79850,ネポン株式会社,金属製品,建設・資材 ,
E04110,90310,西日本鉄道株式会社,陸運業,運輸・物流 ,4
E02441,78770,永大化工株式会社,化学,素材・化学 ,
E00157,81570,都築電気株式会社,卸売業,商社・卸売 ,
E00941,45240,森下仁丹株式会社,医薬品,医薬品 ,
E04065,32380,セントラル総合開発株式会社,不動産業,不動産 ,
E05692,32520,日本商業開発株式会社,不動産業,不動産 ,7
E27615,31850,夢展望株式会社,小売業,小売 ,
E05496,37730,株式会社アドバンスト・メディア,情報・通信業,情報通信・サービスその他 ,
E04172,,関東バス株式会社,,,
E02881,75750,日本ライフライン株式会社,卸売業,商社・卸売 ,6
E00165,88360,株式会社ＲＩＳＥ,不動産業,不動産 ,
E05001,46900,日本パレットプール株式会社,サービス業,情報通信・サービスその他 ,
E02688,80860,ニプロ株式会社,精密機器,電機・精密 ,4
E01554,63810,アネスト岩田株式会社,機械,機械 ,7
E03684,85210,株式会社長野銀行,銀行業,銀行 ,7
E02320,77050,ジーエルサイエンス株式会社,精密機器,電機・精密 ,
E00048,19250,大和ハウス工業株式会社,建設業,建設・資材 ,2
E02138,71220,近畿車輛株式会社,輸送用機器,自動車・輸送機 ,7
E04247,93630,株式会社大運,倉庫・運輸関連業,運輸・物流 ,
E05052,47340,株式会社ビーイング,情報・通信業,情報通信・サービスその他 ,
E02826,74630,株式会社アドヴァン,小売業,小売 ,7
E23973,,リーディング証券株式会社,,,
E04849,96980,株式会社クレオ,情報・通信業,情報通信・サービスその他 ,
E01061,42350,第一化成株式会社,化学,素材・化学 ,
E02045,68400,株式会社ＡＫＩＢＡホールディングス,電気機器,電機・精密 ,
E00988,49010,富士フイルムホールディングス株式会社,化学,素材・化学 ,2
E01741,65060,株式会社安川電機,電気機器,電機・精密 ,4
E03323,76180,株式会社ピーシーデポコーポレーション,小売業,小売 ,7
E04364,93750,株式会社近鉄エクスプレス,倉庫・運輸関連業,運輸・物流 ,6
E00808,41880,株式会社三菱ケミカルホールディングス,化学,素材・化学 ,2
E01276,54910,日本金属株式会社,鉄鋼,鉄鋼・非鉄 ,7
E03369,26840,株式会社ジパング,,,
E01268,56020,株式会社栗本鐵工所,鉄鋼,鉄鋼・非鉄 ,7
E00550,32050,株式会社ダイドーリミテッド,繊維製品,素材・化学 ,7
E02266,77210,東京計器株式会社,精密機器,電機・精密 ,7
E04097,90030,相鉄ホールディングス株式会社,陸運業,運輸・物流 ,4
E02167,72690,スズキ株式会社,輸送用機器,自動車・輸送機 ,2
E04161,90850,北海道中央バス株式会社,,,
E00543,31040,富士紡ホールディングス株式会社,繊維製品,素材・化学 ,6
E05003,46960,ワタベウェディング株式会社,サービス業,情報通信・サービスその他 ,7
E05209,42950,株式会社フェイス,情報・通信業,情報通信・サービスその他 ,7
E01916,69820,株式会社リード,輸送用機器,自動車・輸送機 ,
E01292,54450,東京鐵鋼株式会社,鉄鋼,鉄鋼・非鉄 ,7
E25665,66200,宮越ホールディングス株式会社,電気機器,電機・精密 ,7
E01296,56970,株式会社サンユウ,鉄鋼,鉄鋼・非鉄 ,
E04251,91300,共栄タンカー株式会社,海運業,運輸・物流 ,7
E05417,24110,ゲンダイエージェンシー株式会社,情報・通信業,情報通信・サービスその他 ,
E03600,,株式会社　但馬銀行,,,
E05513,23520,株式会社エイジア,情報・通信業,情報通信・サービスその他 ,
E32412,71870,ジェイリース株式会社,その他金融業,金融（除く銀行） ,
E30918,36940,株式会社オプティム,情報・通信業,情報通信・サービスその他 ,7
E32794,39790,株式会社うるる,情報・通信業,情報通信・サービスその他 ,
E05428,24150,ヒューマンホールディングス株式会社,サービス業,情報通信・サービスその他 ,
E04964,46510,株式会社サニックス,サービス業,情報通信・サービスその他 ,7
E04196,,立山黒部貫光株式会社,,,
E02005,68670,リーダー電子株式会社,電気機器,電機・精密 ,
E00147,18600,戸田建設株式会社,建設業,建設・資材 ,4
E01007,49980,フマキラー株式会社,化学,素材・化学 ,
E05302,23230,株式会社ｆｏｎｆｕｎ,情報・通信業,情報通信・サービスその他 ,
E01647,64080,小倉クラッチ株式会社,機械,機械 ,
E01364,59180,瀧上工業株式会社,金属製品,建設・資材 ,
E02329,77150,長野計器株式会社,精密機器,電機・精密 ,7
E26990,,住信ＳＢＩネット銀行株式会社,,,
E02819,,興和株式会社,,,
E00288,17570,クレアホールディングス株式会社,建設業,建設・資材 ,
E01121,52020,日本板硝子株式会社,ガラス・土石製品,建設・資材 ,6
E01772,67520,パナソニック株式会社,電気機器,電機・精密 ,1
E04507,,日本原子力発電株式会社,,,
E01704,63070,サンセイ株式会社,機械,機械 ,
E02024,68900,株式会社フェローテックホールディングス,電気機器,電機・精密 ,
E00439,20530,中部飼料株式会社,食料品,食品 ,7
E05480,37740,株式会社インターネットイニシアティブ,情報・通信業,情報通信・サービスその他 ,6
E00660,38800,大王製紙株式会社,パルプ・紙,素材・化学 ,6
E00697,,株式会社西日本新聞社,,,
E03604,83270,株式会社西日本シティ銀行,,,
E01300,57210,株式会社エス・サイエンス,非鉄金属,鉄鋼・非鉄 ,7
E32745,,株式会社東横イン,,,
E05307,23290,株式会社東北新社,情報・通信業,情報通信・サービスその他 ,
E04393,,山口放送株式会社,,,
E26290,31730,大阪工機株式会社,卸売業,商社・卸売 ,7
E01583,63900,株式会社加藤製作所,機械,機械 ,6
E01578,63710,株式会社椿本チエイン,機械,機械 ,6
E03124,82190,青山商事株式会社,小売業,小売 ,4
E02118,66360,株式会社ソルガム・ジャパン・ホールディングス,電気機器,電機・精密 ,
E05570,94210,株式会社エヌジェイホールディングス,情報・通信業,情報通信・サービスその他 ,
E25888,36580,株式会社イーブックイニシアティブジャパン,情報・通信業,情報通信・サービスその他 ,7
E05624,21200,株式会社ネクスト,サービス業,情報通信・サービスその他 ,6
E21258,62500,株式会社やまびこ,機械,機械 ,6
E02249,73120,タカタ株式会社,,,
E31560,77800,株式会社メニコン,精密機器,電機・精密 ,6
E01211,52840,株式会社ヤマウ,ガラス・土石製品,建設・資材 ,
E04960,75020,株式会社プラザクリエイト,サービス業,情報通信・サービスその他 ,
E31321,32240,株式会社ゼネラル・オイスター,小売業,小売 ,
E02305,79990,ＭＵＴＯＨホールディングス株式会社,電気機器,電機・精密 ,7
E01366,59740,中国工業株式会社,金属製品,建設・資材 ,7
E01082,50170,富士石油株式会社,石油・石炭製品,エネルギー資源 ,7
E04101,90480,名古屋鉄道株式会社,陸運業,運輸・物流 ,4
E03589,83850,株式会社伊予銀行,銀行業,銀行 ,4
E02452,64250,株式会社ユニバーサルエンターテインメント,機械,機械 ,
E31851,45940,株式会社グリーンペプタイド,医薬品,医薬品 ,
E00776,40630,信越化学工業株式会社,化学,素材・化学 ,1
E04934,97880,株式会社ナック,サービス業,情報通信・サービスその他 ,7
E01172,49900,昭和化学工業株式会社,化学,素材・化学 ,
E31948,39240,株式会社ランドコンピュータ,情報・通信業,情報通信・サービスその他 ,
E00917,46290,大伸化学株式会社,化学,素材・化学 ,
E31291,32230,株式会社エスエルディー,小売業,小売 ,
E03576,83690,株式会社京都銀行,銀行業,銀行 ,4
E32447,71890,株式会社西日本フィナンシャルホールディングス,銀行業,銀行 ,4
E02653,81910,株式会社光製作所,卸売業,商社・卸売 ,
E03174,98260,株式会社ＪＥＵＧＩＡ,小売業,小売 ,
E02650,81230,川辺株式会社,卸売業,商社・卸売 ,
E00027,14910,中外鉱業株式会社,非鉄金属,鉄鋼・非鉄 ,
E03565,83650,株式会社富山銀行,銀行業,銀行 ,7
E02952,27500,石光商事株式会社,卸売業,商社・卸売 ,
E02093,66660,リバーエレテック株式会社,電気機器,電機・精密 ,
E03845,,アクサ生命保険株式会社,,,
E02895,76020,株式会社カーチスホールディングス,卸売業,商社・卸売 ,
E33034,65440,ジャパンエレベーターサービスホールディングス株式会社,サービス業,情報通信・サービスその他 ,
E02682,80370,カメイ株式会社,卸売業,商社・卸売 ,7
E02899,76120,株式会社Ｎｕｔｓ,卸売業,商社・卸売 ,
E30908,94670,株式会社アルファポリス,情報・通信業,情報通信・サービスその他 ,
E00473,29030,シノブフーズ株式会社,食料品,食品 ,
E01795,67750,株式会社ＴＢグループ,電気機器,電機・精密 ,
E01008,42120,積水樹脂株式会社,化学,素材・化学 ,7
E02538,,株式会社トーハン,,,
E03090,81630,サトレストランシステムズ株式会社,小売業,小売 ,7
E00058,18120,鹿島建設株式会社,建設業,建設・資材 ,4
E00755,40080,住友精化株式会社,化学,素材・化学 ,6
E01758,65170,デンヨー株式会社,電気機器,電機・精密 ,7
E01830,68150,ユニデンホールディングス株式会社,電気機器,電機・精密 ,7
E00563,35770,東海染工株式会社,繊維製品,素材・化学 ,7
E00844,,太平化学製品株式会社,,,
E04298,93180,アジア開発キャピタル株式会社,証券、商品先物取引業,金融（除く銀行） ,
E00060,18200,西松建設株式会社,建設業,建設・資材 ,4
E04585,96050,東映株式会社,情報・通信業,情報通信・サービスその他 ,6
E02678,81590,株式会社立花エレテック,卸売業,商社・卸売 ,7
E03842,,トーア再保険株式会社,,,
E00064,18100,松井建設株式会社,建設業,建設・資材 ,7
E04520,95320,大阪瓦斯株式会社,電気・ガス業,電力・ガス ,2
E03399,27300,株式会社エディオン,小売業,小売 ,6
E02445,59650,株式会社フジマック,金属製品,建設・資材 ,
E00388,22240,株式会社コモ,食料品,食品 ,
E03611,83090,三井住友トラスト・ホールディングス株式会社,銀行業,銀行 ,2
E03627,,三井住友信託銀行株式会社,,,
E01474,60160,神戸発動機株式会社,輸送用機器,自動車・輸送機 ,
E00566,34090,北日本紡績株式会社,繊維製品,素材・化学 ,
E00252,,東邦電気工業株式会社,,,
E02140,72760,株式会社小糸製作所,電気機器,電機・精密 ,4
E00052,18010,大成建設株式会社,建設業,建設・資材 ,4
E25160,52890,ゼニス羽田ホールディングス株式会社,ガラス・土石製品,建設・資材 ,
E03233,74160,株式会社はるやまホールディングス,小売業,小売 ,7
E05657,21360,株式会社ヒップ,サービス業,情報通信・サービスその他 ,
E01163,53910,株式会社エーアンドエーマテリアル,ガラス・土石製品,建設・資材 ,7
E03717,87460,第一商品株式会社,証券、商品先物取引業,金融（除く銀行） ,
E05410,24330,株式会社博報堂ＤＹホールディングス,サービス業,情報通信・サービスその他 ,4
E02787,82250,株式会社　タカチホ,卸売業,商社・卸売 ,
E00576,35210,エコナックホールディングス株式会社,サービス業,情報通信・サービスその他 ,7
E00372,22040,株式会社中村屋,食料品,食品 ,7
E01618,,三井精機工業株式会社,,,
E02807,74440,ハリマ共和物産株式会社,卸売業,商社・卸売 ,
E04410,94040,日本テレビホールディングス株式会社,情報・通信業,情報通信・サービスその他 ,4
E02096,78360,アビックス株式会社,その他製品,情報通信・サービスその他 ,
E00469,28990,株式会社永谷園ホールディングス,食料品,食品 ,7
E02554,80780,阪和興業株式会社,卸売業,商社・卸売 ,4
E04322,93530,櫻島埠頭株式会社,倉庫・運輸関連業,運輸・物流 ,
E03251,74640,セフテック株式会社,卸売業,商社・卸売 ,
E01457,34240,ミヤコ株式会社,金属製品,建設・資材 ,
E02798,74260,株式会社山大,卸売業,商社・卸売 ,
E01362,59150,株式会社駒井ハルテック,金属製品,建設・資材 ,7
E02727,98850,株式会社　シャルレ,卸売業,商社・卸売 ,
E00026,57290,日本精鉱株式会社,非鉄金属,鉄鋼・非鉄 ,
E02845,74900,日新商事株式会社,卸売業,商社・卸売 ,
E02447,73990,株式会社ナンシン,輸送用機器,自動車・輸送機 ,
E03360,26730,夢みつけ隊株式会社,小売業,小売 ,
E04591,96350,武蔵野興業株式会社,サービス業,情報通信・サービスその他 ,
E00209,19660,株式会社高田工業所,建設業,建設・資材 ,
E00506,29220,株式会社なとり,食料品,食品 ,7
E01426,59450,天龍製鋸株式会社,金属製品,建設・資材 ,
E20922,21760,株式会社イナリサーチ,サービス業,情報通信・サービスその他 ,
E04331,80970,三愛石油株式会社,卸売業,商社・卸売 ,7
E01354,59020,ホッカンホールディングス株式会社,金属製品,建設・資材 ,7
E01681,64140,川重冷熱工業株式会社,機械,機械 ,
E04978,46640,株式会社アール・エス・シー,サービス業,情報通信・サービスその他 ,
E00485,,ジャパンローヤルゼリー株式会社,,,
E02290,,大和製衡株式会社,,,
E05248,43310,株式会社 テイクアンドギヴ・ニーズ,サービス業,情報通信・サービスその他 ,7
E04509,95110,沖縄電力株式会社,電気・ガス業,電力・ガス ,6
E02459,78510,カワセコンピュータサプライ株式会社,その他製品,情報通信・サービスその他 ,
E03252,74620,ダイヤ通商株式会社,小売業,小売 ,
E05425,24130,エムスリー株式会社,サービス業,情報通信・サービスその他 ,4
E00161,19760,明星工業株式会社,建設業,建設・資材 ,7
E04976,46620,株式会社フォーカスシステムズ,情報・通信業,情報通信・サービスその他 ,7
E02505,80150,豊田通商株式会社,卸売業,商社・卸売 ,4
E01433,59350,元旦ビューティ工業株式会社,金属製品,建設・資材 ,
E04826,97290,株式会社トーカイ,サービス業,情報通信・サービスその他 ,7
E03310,75960,株式会社魚力,小売業,小売 ,7
E03148,98540,愛眼株式会社,小売業,小売 ,7
E05544,24670,株式会社バルクホールディングス,,,
E01629,63460,キクカワエンタープライズ株式会社,機械,機械 ,
E01632,63570,三精テクノロジーズ株式会社,機械,機械 ,
E04115,,サンデン交通株式会社,,,
E03267,75080,株式会社Ｇ‐７ホールディングス,小売業,小売 ,7
E04123,90330,広島電鉄株式会社,陸運業,運輸・物流 ,
E02265,77010,株式会社　島津製作所,精密機器,電機・精密 ,4
E31957,39250,株式会社ダブルスタンダード,情報・通信業,情報通信・サービスその他 ,
E03207,99560,株式会社バローホールディングス,小売業,小売 ,4
E03588,83860,株式会社百十四銀行,銀行業,銀行 ,6
E00063,18050,飛島建設株式会社,建設業,建設・資材 ,6
E03580,83670,株式会社南都銀行,銀行業,銀行 ,6
E05385,23950,株式会社新日本科学,サービス業,情報通信・サービスその他 ,7
E01849,67180,アイホン株式会社,電気機器,電機・精密 ,7
E00596,35780,倉庫精練株式会社,繊維製品,素材・化学 ,
E33237,39870,エコモット株式会社,,,
E04915,,大黒屋グローバルホールディング株式会社,,,
E00204,19140,日本基礎技術株式会社,建設業,建設・資材 ,7
E00765,40280,石原産業株式会社,化学,素材・化学 ,6
E01142,52690,日本コンクリート工業株式会社,ガラス・土石製品,建設・資材 ,7
E04153,,東京地下鉄株式会社,,,
E01891,69930,大黒屋ホールディングス株式会社,小売業,小売 ,
E01035,49180,株式会社　アイビー化粧品,化学,素材・化学 ,
E02287,77580,株式会社セコニックホールディングス,機械,機械 ,
E01130,52330,太平洋セメント株式会社,ガラス・土石製品,建設・資材 ,4
E02855,75210,株式会社ムサシ,卸売業,商社・卸売 ,
E04396,,山陽放送株式会社,,,
E01376,59640,東洋刄物株式会社,金属製品,建設・資材 ,
E00659,39410,レンゴー株式会社,パルプ・紙,素材・化学 ,4
E03508,30690,株式会社アスラポート・ダイニング,小売業,小売 ,
E05145,48010,セントラルスポーツ株式会社,サービス業,情報通信・サービスその他 ,7
E03320,76150,京都きもの友禅株式会社,小売業,小売 ,7
E02666,81440,株式会社電響社,卸売業,商社・卸売 ,
E04522,,四国ガス株式会社,,,
E00558,33060,日本製麻株式会社,卸売業,商社・卸売 ,
E00181,19390,株式会社四電工,建設業,建設・資材 ,7
E03739,87050,岡藤ホールディングス株式会社,証券、商品先物取引業,金融（除く銀行） ,
E00260,17870,株式会社ナカボーテック,建設業,建設・資材 ,
E03003,30550,株式会社ほくやく・竹山ホールディングス,,,
E03581,83700,株式会社紀陽銀行,銀行業,銀行 ,4
E04293,93120,ケイヒン株式会社,倉庫・運輸関連業,運輸・物流 ,7
E03736,12340,株式会社日産フィナンシャルサービス,,,
E00501,28160,株式会社ダイショー,食料品,食品 ,
E01581,63800,オリエンタルチエン工業株式会社,機械,機械 ,
E01445,59410,株式会社中西製作所,金属製品,建設・資材 ,
E04232,90270,株式会社ロジネットジャパン,,,
E03907,88300,住友不動産株式会社,不動産業,不動産 ,2
E01077,50110,ニチレキ株式会社,石油・石炭製品,エネルギー資源 ,7
E02025,64240,株式会社高見沢サイバネティックス,機械,機械 ,
E00076,19460,株式会社トーエネック,建設業,建設・資材 ,7
E02674,,日本アルコール販売株式会社,,,
E00313,17230,日本電技株式会社,建設業,建設・資材 ,
E04346,93650,トレーディア株式会社,倉庫・運輸関連業,運輸・物流 ,
E26705,12340,ディー・ティー・ホールディングス株式会社,,,
E05025,46840,株式会社オービック,情報・通信業,情報通信・サービスその他 ,4
E01759,66510,日東工業株式会社,電気機器,電機・精密 ,6
E02878,75670,株式会社栄電子,卸売業,商社・卸売 ,
