EDINET CODE,証券コード,会社名,33業種区分,17業種区分,規模区分
E04858,96850,KYCOMホールディングス株式会社,情報・通信業,情報通信・サービスその他 ,
E01946,69540,ファナック株式会社,電気機器,電機・精密 ,1
E27506,60740,株式会社ジェイエスエス,サービス業,情報通信・サービスその他 ,
E03109,82080,株式会社エンチョー,小売業,小売 ,
E00760,40220,ラサ工業株式会社,化学,素材・化学 ,7
E00521,30100,価値開発株式会社,サービス業,情報通信・サービスその他 ,
E03346,68360,ぷらっとホーム株式会社,電気機器,電機・精密 ,
E32458,65340,D.A.コンソーシアムホールディングス株式会社,サービス業,情報通信・サービスその他 ,
E04289,93100,日本トランスシティ株式会社,倉庫・運輸関連業,運輸・物流 ,7
E02217,72920,株式会社村上開明堂,輸送用機器,自動車・輸送機 ,
E00724,78680,株式会社廣済堂,その他製品,情報通信・サービスその他 ,7
E00396,25310,宝ホールディングス株式会社,食料品,食品 ,4
E00899,41190,日本ピグメント株式会社,化学,素材・化学 ,
E04283,93010,三菱倉庫株式会社,倉庫・運輸関連業,運輸・物流 ,4
E01094,51210,藤倉ゴム工業株式会社,ゴム製品,自動車・輸送機 ,7
E05265,48370,シダックス株式会社,サービス業,情報通信・サービスその他 ,
E02143,72020,いすゞ自動車株式会社,輸送用機器,自動車・輸送機 ,2
E01018,45400,株式会社ツムラ,医薬品,医薬品 ,4
E00695,79140,共同印刷株式会社,その他製品,情報通信・サービスその他 ,7
E00888,43650,松本油脂製薬株式会社,化学,素材・化学 ,
E02821,74560,松田産業株式会社,卸売業,商社・卸売 ,7
E00781,40970,高圧ガス工業株式会社,化学,素材・化学 ,7
E01521,62180,エンシュウ株式会社,機械,機械 ,7
E02429,78950,中央化学株式会社,化学,素材・化学 ,
E02569,19480,株式会社弘電社,建設業,建設・資材 ,
E00947,45340,持田製薬株式会社,医薬品,医薬品 ,4
E00080,18850,東亜建設工業株式会社,建設業,建設・資材 ,6
E02136,71050,ニチユ三菱フォークリフト株式会社,輸送用機器,自動車・輸送機 ,7
E02910,76350,杉田エース株式会社,卸売業,商社・卸売 ,
E02403,64120,株式会社平和,機械,機械 ,6
E04336,91930,東京汽船株式会社,倉庫・運輸関連業,運輸・物流 ,
E01977,68620,ミナトホールディングス株式会社,電気機器,電機・精密 ,
E01703,63030,株式会社ササクラ,機械,機械 ,
E00529,31070,ダイワボウホールディングス株式会社,卸売業,商社・卸売 ,6
E21342,15140,住石ホールディングス株式会社,鉱業,エネルギー資源 ,7
E04932,97910,株式会社ビケンテクノ,サービス業,情報通信・サービスその他 ,
E01127,52320,住友大阪セメント株式会社,ガラス・土石製品,建設・資材 ,4
E02549,81010,株式会社ＧＳＩクレオス,卸売業,商社・卸売 ,7
E02304,69600,フクダ電子株式会社,電気機器,電機・精密 ,
E04286,93040,澁澤倉庫株式会社,倉庫・運輸関連業,運輸・物流 ,7
E03476,30340,クオール株式会社,小売業,小売 ,6
E00909,46230,株式会社アサヒペン,化学,素材・化学 ,
E00769,40440,セントラル硝子株式会社,化学,素材・化学 ,4
E01156,52610,リソルホールディングス株式会社,サービス業,情報通信・サービスその他 ,7
E23924,86300,ＳＯＭＰＯホールディングス株式会社,保険業,金融（除く銀行） ,2
E01113,51850,株式会社フコク,ゴム製品,自動車・輸送機 ,7
E05664,38370,アドソル日進株式会社,情報・通信業,情報通信・サービスその他 ,7
E04328,93570,名港海運株式会社,,,
E01575,19630,日揮株式会社,建設業,建設・資材 ,4
E02917,26540,株式会社アスモ,小売業,小売 ,
E03827,,損害保険ジャパン日本興亜株式会社,,,
E05121,47810,日本ハウズイング株式会社,サービス業,情報通信・サービスその他 ,
E01572,63690,トーヨーカネツ株式会社,機械,機械 ,6
E02180,63920,株式会社ヤマダコーポレーション,機械,機械 ,
E01646,64030,水道機工株式会社,機械,機械 ,
E03967,88690,明和地所株式会社,不動産業,不動産 ,7
E00746,78380,共立印刷株式会社,その他製品,情報通信・サービスその他 ,7
E02837,74810,尾家産業株式会社,卸売業,商社・卸売 ,7
E00345,20010,日本製粉株式会社,食料品,食品 ,6
E02851,75100,株式会社たけびし,卸売業,商社・卸売 ,7
E01590,64360,アマノ株式会社,機械,機械 ,4
E01675,62760,ナビタス株式会社,機械,機械 ,
E04707,46610,株式会社オリエンタルランド,サービス業,情報通信・サービスその他 ,2
E00361,21120,塩水港精糖株式会社,食料品,食品 ,7
E02373,79810,タカラスタンダード株式会社,その他製品,情報通信・サービスその他 ,6
E01823,66240,田淵電機株式会社,電気機器,電機・精密 ,7
E26216,66180,株式会社大泉製作所,電気機器,電機・精密 ,
E21200,56140,株式会社川金ホールディングス,鉄鋼,鉄鋼・非鉄 ,
E00630,78980,株式会社ウッドワン,その他製品,情報通信・サービスその他 ,7
E00696,79160,光村印刷株式会社,その他製品,情報通信・サービスその他 ,7
E02381,64540,マックス株式会社,機械,機械 ,7
E03691,12340,株式会社日貿信,,,
E03005,30790,ディーブイエックス株式会社,卸売業,商社・卸売 ,7
E32801,65390,株式会社ＭＳ－Ｊａｐａｎ,サービス業,情報通信・サービスその他 ,
E04178,90680,丸全昭和運輸株式会社,陸運業,運輸・物流 ,7
E03639,85500,株式会社栃木銀行,銀行業,銀行 ,7
E25664,78170,パラマウントベッドホールディングス株式会社,その他製品,情報通信・サービスその他 ,6
E01477,60230,ダイハツディーゼル株式会社,輸送用機器,自動車・輸送機 ,
E04502,95020,中部電力株式会社,電気・ガス業,電力・ガス ,2
E02615,80450,横浜丸魚株式会社,卸売業,商社・卸売 ,
E04535,97010,株式会社東京會舘,サービス業,情報通信・サービスその他 ,
E04319,90620,日本通運株式会社,陸運業,運輸・物流 ,4
E00066,18820,東亜道路工業株式会社,建設業,建設・資材 ,7
E04376,94020,中部日本放送株式会社,,,
E04158,90810,神奈川中央交通株式会社,陸運業,運輸・物流 ,7
E02027,68240,新コスモス電機株式会社,電気機器,電機・精密 ,
E00528,31060,倉敷紡績株式会社,繊維製品,素材・化学 ,7
E01298,34230,株式会社エスイー,金属製品,建設・資材 ,
E02431,69070,ジオマテック株式会社,電気機器,電機・精密 ,
E00194,19800,ダイダン株式会社,建設業,建設・資材 ,7
E21902,22690,明治ホールディングス株式会社,食料品,食品 ,4
E02734,,株式会社サハダイヤモンド,,,
E02791,74130,株式会社創健社,卸売業,商社・卸売 ,
E01933,69690,松尾電機株式会社,電気機器,電機・精密 ,
E00471,29010,石垣食品株式会社,食料品,食品 ,
E01686,98950,株式会社コンセック,卸売業,商社・卸売 ,
E02444,78740,レック株式会社,化学,素材・化学 ,7
E01471,60180,阪神内燃機工業株式会社,輸送用機器,自動車・輸送機 ,
E02003,69110,新日本無線株式会社,電気機器,電機・精密 ,7
E01294,56950,パウダーテック株式会社,鉄鋼,鉄鋼・非鉄 ,
E04160,90830,神姫バス株式会社,陸運業,運輸・物流 ,
E03786,,エース証券株式会社,,,
E00461,28750,東洋水産株式会社,食料品,食品 ,4
E01782,67630,帝国通信工業株式会社,電気機器,電機・精密 ,7
E00480,29070,株式会社あじかん,食料品,食品 ,
E01539,63350,株式会社東京機械製作所,機械,機械 ,7
E23250,87140,株式会社池田泉州ホールディングス,銀行業,銀行 ,6
E00318,17220,ミサワホーム株式会社,建設業,建設・資材 ,6
E03579,,株式会社池田泉州銀行,,,
E00910,46240,イサム塗料株式会社,化学,素材・化学 ,
E00948,45590,ゼリア新薬工業株式会社,医薬品,医薬品 ,6
E02049,63370,株式会社テセック,機械,機械 ,
E04788,85930,三菱ＵＦＪリース株式会社,その他金融業,金融（除く銀行） ,4
E02258,73050,新家工業株式会社,鉄鋼,鉄鋼・非鉄 ,7
E00120,18520,株式会社淺沼組,建設業,建設・資材 ,7
E04991,46780,株式会社秀英予備校,サービス業,情報通信・サービスその他 ,7
E00726,78620,トッパン・フォームズ株式会社,その他製品,情報通信・サービスその他 ,6
E00734,78630,株式会社平賀,その他製品,情報通信・サービスその他 ,
E02699,82260,株式会社　理経,卸売業,商社・卸売 ,
E04342,93620,兵機海運株式会社,倉庫・運輸関連業,運輸・物流 ,
E00714,39510,朝日印刷株式会社,パルプ・紙,素材・化学 ,
E00400,25400,養命酒製造株式会社,食料品,食品 ,7
E00369,22010,森永製菓株式会社,食料品,食品 ,4
E00061,18830,前田道路株式会社,建設業,建設・資材 ,4
E05478,24350,株式会社シダー,サービス業,情報通信・サービスその他 ,
E02428,79020,株式会社ソノコム,その他製品,情報通信・サービスその他 ,
E00585,30110,株式会社バナーズ,小売業,小売 ,
E00065,18150,鉄建建設株式会社,建設業,建設・資材 ,6
E02435,78850,タカノ株式会社,その他製品,情報通信・サービスその他 ,7
E01254,55410,大平洋金属株式会社,鉄鋼,鉄鋼・非鉄 ,6
E00777,40640,日本カーバイド工業株式会社,化学,素材・化学 ,7
E02216,72910,日本プラスト株式会社,輸送用機器,自動車・輸送機 ,
E00098,19260,ライト工業株式会社,建設業,建設・資材 ,6
E01529,63910,株式会社加地テック,機械,機械 ,
E01308,57070,東邦亜鉛株式会社,非鉄金属,鉄鋼・非鉄 ,6
E02668,81470,株式会社トミタ,卸売業,商社・卸売 ,
E00902,41160,大日精化工業株式会社,化学,素材・化学 ,7
E02474,49740,タカラバイオ株式会社,化学,素材・化学 ,6
E01504,61430,株式会社ソディック,機械,機械 ,6
E00502,20580,株式会社ヒガシマル,,,
E00146,19590,株式会社九電工,建設業,建設・資材 ,4
E02066,67500,エレコム株式会社,電気機器,電機・精密 ,6
E00903,46340,東洋インキＳＣホールディングス株式会社,化学,素材・化学 ,6
E01166,52370,株式会社ノザワ,ガラス・土石製品,建設・資材 ,
E01209,,株式会社麻生,,,
E02527,80700,東京産業株式会社,卸売業,商社・卸売 ,7
E03666,85400,株式会社 福岡中央銀行,,,
E00079,18920,徳倉建設株式会社,,,
E04267,91330,株式会社　東栄リーファーライン,海運業,運輸・物流 ,
E04215,90510,センコン物流株式会社,陸運業,運輸・物流 ,
E03792,87000,丸八証券株式会社,証券、商品先物取引業,金融（除く銀行） ,
E01055,49720,綜研化学株式会社,化学,素材・化学 ,
E01277,64390,中日本鋳工株式会社,,,
E01151,53930,ニチアス株式会社,ガラス・土石製品,建設・資材 ,6
E01408,59050,日本製罐株式会社,金属製品,建設・資材 ,
E04975,46590,株式会社エイジス,サービス業,情報通信・サービスその他 ,
E02814,,日本酒類販売株式会社,,,
E00202,19840,三信建設工業株式会社,建設業,建設・資材 ,
E00113,19680,太平電業株式会社,建設業,建設・資材 ,6
E01177,53420,ジャニス工業株式会社,,,
E01693,64850,前澤給装工業株式会社,機械,機械 ,7
E00891,46110,大日本塗料株式会社,化学,素材・化学 ,7
E01727,64330,ヒーハイスト精工株式会社,機械,機械 ,
E00764,40270,テイカ株式会社,化学,素材・化学 ,7
E02089,66740,株式会社 ジーエス・ユアサ コーポレーション,電気機器,電機・精密 ,4
E01986,69320,株式会社遠藤照明,電気機器,電機・精密 ,7
E30877,36920,株式会社ＦＦＲＩ,情報・通信業,情報通信・サービスその他 ,
E00083,18330,株式会社奥村組,建設業,建設・資材 ,4
E01624,64950,株式会社宮入バルブ製作所,機械,機械 ,
E03180,79370,株式会社ツツミ,その他製品,情報通信・サービスその他 ,7
E00796,40980,チタン工業株式会社,化学,素材・化学 ,7
E02000,64160,桂川電機株式会社,機械,機械 ,
E00465,28060,ユタカフーズ株式会社,食料品,食品 ,
E03330,76340,株式会社星医療酸器,卸売業,商社・卸売 ,
E00183,19790,株式会社大気社,建設業,建設・資材 ,6
E03296,75640,株式会社ワークマン,小売業,小売 ,
E00832,46200,藤倉化成株式会社,化学,素材・化学 ,7
E00127,19310,日本電通株式会社,建設業,建設・資材 ,
E00570,80910,ニチモウ株式会社,卸売業,商社・卸売 ,7
E00144,,松尾建設株式会社,,,
E01989,69280,株式会社　エノモト,電気機器,電機・精密 ,
E02879,75700,橋本総業ホールディングス株式会社,卸売業,商社・卸売 ,7
E03129,82810,ゼビオホールディングス株式会社,小売業,小売 ,6
E01694,62920,株式会社カワタ,機械,機械 ,
E00692,79110,凸版印刷株式会社,その他製品,情報通信・サービスその他 ,4
E01334,58030,株式会社フジクラ,非鉄金属,鉄鋼・非鉄 ,4
E00530,31090,シキボウ株式会社,繊維製品,素材・化学 ,7
E01475,60220,株式会社赤阪鐵工所,機械,機械 ,
E00352,20080,株式会社増田製粉所,食料品,食品 ,
E01507,61470,株式会社ヤマザキ,機械,機械 ,
E00880,44030,日油株式会社,化学,素材・化学 ,4
E03108,82070,テンアライド株式会社,小売業,小売 ,7
E02171,60420,株式会社ニッキ,輸送用機器,自動車・輸送機 ,
E04596,96430,中日本興業株式会社,,,
E30728,20600,フィード・ワン株式会社,食料品,食品 ,6
E03670,85540,株式会社南日本銀行,,,
E01204,53860,株式会社鶴弥,ガラス・土石製品,建設・資材 ,
E04398,,四国放送株式会社,,,
E02158,72350,東京ラヂエーター製造株式会社,輸送用機器,自動車・輸送機 ,
E01120,79320,株式会社ニッピ,その他製品,情報通信・サービスその他 ,
E04254,91710,栗林商船株式会社,海運業,運輸・物流 ,
E01186,52120,不二硝子株式会社,ガラス・土石製品,建設・資材 ,
E02571,80390,築地魚市場株式会社,卸売業,商社・卸売 ,
E04327,90740,日本石油輸送株式会社,陸運業,運輸・物流 ,7
E04704,46500,ＳＤエンターテイメント株式会社,サービス業,情報通信・サービスその他 ,
E03994,88930,株式会社新日本建物,不動産業,不動産 ,
E03599,83950,株式会社佐賀銀行,銀行業,銀行 ,7
E03105,82050,シャクリー・グローバル・グループ株式会社,卸売業,商社・卸売 ,
E03663,85410,株式会社　愛媛銀行,銀行業,銀行 ,7
E04354,90870,タカセ株式会社,陸運業,運輸・物流 ,
E01610,63580,酒井重工業株式会社,機械,機械 ,7
E00036,15150,日鉄鉱業株式会社,鉱業,エネルギー資源 ,7
E03139,98310,株式会社ヤマダ電機,小売業,小売 ,4
E03784,87060,極東証券株式会社,証券、商品先物取引業,金融（除く銀行） ,6
E04655,,南国産業開発株式会社,,,
E04752,,小野観光開発株式会社,,,
E01815,68040,ホシデン株式会社,電気機器,電機・精密 ,6
E00916,46280,エスケー化研株式会社,化学,素材・化学 ,
E01157,52620,日本ヒューム株式会社,ガラス・土石製品,建設・資材 ,7
E02442,59560,トーソー株式会社,金属製品,建設・資材 ,
E00953,45380,扶桑薬品工業株式会社,医薬品,医薬品 ,7
E01930,61440,西部電機株式会社,機械,機械 ,
E02552,80120,長瀬産業株式会社,卸売業,商社・卸売 ,4
E01398,99300,北沢産業株式会社,卸売業,商社・卸売 ,7
E03622,84180,株式会社山口フィナンシャルグループ,銀行業,銀行 ,4
E01394,19210,株式会社巴コーポレーション,建設業,建設・資材 ,7
E02584,80890,すてきナイスグループ株式会社,卸売業,商社・卸売 ,7
E03793,86170,光世証券株式会社,証券、商品先物取引業,金融（除く銀行） ,7
E01438,59880,株式会社パイオラックス,金属製品,建設・資材 ,6
E01385,59290,三和ホールディングス株式会社,金属製品,建設・資材 ,4
E33005,65450,株式会社インターネットインフィニティー,サービス業,情報通信・サービスその他 ,
E00167,18070,株式会社佐藤渡辺,建設業,建設・資材 ,
E05432,37530,株式会社フライトホールディングス,情報・通信業,情報通信・サービスその他 ,
E02580,80810,株式会社カナデン,卸売業,商社・卸売 ,7
E02169,,トーハツ株式会社,,,
E02368,,ＹＫＫ株式会社,,,
E26084,92060,株式会社スターフライヤー,空運業,運輸・物流 ,
E30103,71670,株式会社めぶきフィナンシャルグループ,銀行業,銀行 ,4
E03676,,株式会社　佐賀共栄銀行,,,
E03863,97060,日本空港ビルデング株式会社,不動産業,不動産 ,4
E03745,21340,燦キャピタルマネージメント株式会社,サービス業,情報通信・サービスその他 ,
E01103,42240,ロンシール工業株式会社,化学,素材・化学 ,
E01874,66750,サクサホールディングス株式会社,電気機器,電機・精密 ,7
E30119,60850,アーキテクツ・スタジオ・ジャパン株式会社,サービス業,情報通信・サービスその他 ,
E04198,90760,セイノーホールディングス株式会社,陸運業,運輸・物流 ,4
E33110,65480,株式会社旅工房,サービス業,情報通信・サービスその他 ,
E32153,61900,株式会社フェニックスバイオ,サービス業,情報通信・サービスその他 ,
E04374,,西日本高速道路株式会社,,,
E02407,79500,日本デコラックス株式会社,,,
E03456,33700,株式会社フジタコーポレーション,小売業,小売 ,
E05399,33220,アルファグループ株式会社,卸売業,商社・卸売 ,
E03472,30200,アプライド株式会社,小売業,小売 ,
E03117,82150,株式会社銀座山形屋,小売業,小売 ,
E01045,49660,上村工業株式会社,化学,素材・化学 ,
E03728,87400,株式会社フジトミ,証券、商品先物取引業,金融（除く銀行） ,
E04362,,中部国際空港株式会社,,,
E01096,51420,アキレス株式会社,化学,素材・化学 ,7
E04141,,会津鉄道株式会社,,,
E00858,79420,株式会社ジェイエスピー,化学,素材・化学 ,6
E01409,59580,三洋工業株式会社,金属製品,建設・資材 ,7
E00675,39450,スーパーバッグ株式会社,パルプ・紙,素材・化学 ,
E00487,29110,旭松食品株式会社,食料品,食品 ,
E02779,99860,蔵王産業株式会社,卸売業,商社・卸売 ,7
E01516,62050,ＯＫＫ株式会社,機械,機械 ,7
E01058,49940,大成ラミック株式会社,化学,素材・化学 ,7
E02645,81180,株式会社キング,繊維製品,素材・化学 ,7
E00355,21080,日本甜菜製糖株式会社,食料品,食品 ,7
E03648,,株式会社静岡中央銀行,,,
E01289,63190,株式会社シンニッタン,鉄鋼,鉄鋼・非鉄 ,7
E24558,14170,株式会社ミライト・ホールディングス,建設業,建設・資材 ,6
E02639,81150,ムーンバット株式会社,卸売業,商社・卸売 ,
E02006,64200,福島工業株式会社,機械,機械 ,6
E02567,80880,岩谷産業株式会社,卸売業,商社・卸売 ,4
E01145,53580,イソライト工業株式会社,ガラス・土石製品,建設・資材 ,7
E03116,82140,株式会社ＡＯＫＩホールディングス,小売業,小売 ,6
E04387,,九州朝日放送株式会社,,,
E03052,81730,上新電機株式会社,小売業,小売 ,7
E01099,,株式会社東洋クオリティワン,,,
E21969,49520,株式会社エス・ディー・エス　バイオテック,化学,素材・化学 ,
E01444,59090,株式会社コロナ,金属製品,建設・資材 ,7
E01315,54640,モリ工業株式会社,鉄鋼,鉄鋼・非鉄 ,7
E01428,79390,株式会社研創,その他製品,情報通信・サービスその他 ,
E04473,94240,日本通信株式会社,情報・通信業,情報通信・サービスその他 ,6
E30130,60880,株式会社シグマクシス,サービス業,情報通信・サービスその他 ,
E02154,72460,プレス工業株式会社,輸送用機器,自動車・輸送機 ,6
E27294,25880,株式会社プレミアムウォーターホールディングス,食料品,食品 ,
E04382,94070,株式会社ＲＫＢ毎日ホールディングス,,,
E04197,90730,京極運輸商事株式会社,陸運業,運輸・物流 ,
E04506,95080,九州電力株式会社,電気・ガス業,電力・ガス ,4
E03147,98530,株式会社銀座ルノアール,小売業,小売 ,
E02786,99960,株式会社サトー商会,卸売業,商社・卸売 ,
E04194,90590,カンダホールディングス株式会社,陸運業,運輸・物流 ,
E01149,53630,東京窯業株式会社,ガラス・土石製品,建設・資材 ,7
E00390,33460,２１ＬＡＤＹ株式会社,,,
E02572,80520,椿本興業株式会社,卸売業,商社・卸売 ,7
E04499,95030,関西電力株式会社,電気・ガス業,電力・ガス ,2
E01222,52880,アジアパイルホールディングス株式会社,ガラス・土石製品,建設・資材 ,7
E02286,68500,株式会社チノー,電気機器,電機・精密 ,7
E00148,18700,矢作建設工業株式会社,建設業,建設・資材 ,7
E04222,90350,第一交通産業株式会社,,,
E02269,77260,黒田精工株式会社,機械,機械 ,
E01747,66430,株式会社戸上電機製作所,電気機器,電機・精密 ,
E01367,59910,日本発条株式会社,金属製品,建設・資材 ,4
E01100,51220,オカモト株式会社,ゴム製品,自動車・輸送機 ,6
E03971,88710,株式会社ゴールドクレスト,不動産業,不動産 ,6
E05326,17240,シンクレイヤ株式会社,建設業,建設・資材 ,
E32215,95180,東京電力パワーグリッド株式会社,,,
E04390,,長崎放送株式会社,,,
E01833,,株式会社サンコーシヤ,,,
E00488,28760,株式会社ジェーシー・コムサ,食料品,食品 ,
E02565,,三国商事株式会社,,,
E00649,38770,中越パルプ工業株式会社,パルプ・紙,素材・化学 ,7
E04100,,江ノ島電鉄株式会社,,,
E01460,,佐藤鉄工株式会社,,,
E01710,64820,株式会社ユーシン精機,機械,機械 ,7
E01065,49750,株式会社ＪＣＵ,化学,素材・化学 ,6
E03763,87080,藍澤證券株式会社,証券、商品先物取引業,金融（除く銀行） ,7
E00965,,千寿製薬株式会社,,,
E02611,80560,日本ユニシス株式会社,情報・通信業,情報通信・サービスその他 ,6
E03451,33580,ワイエスフード株式会社,小売業,小売 ,
E01134,,株式会社ホクコン,,,
E02018,68960,北川工業株式会社,,,
E01688,59530,昭和鉄工株式会社,,,
E03421,27900,株式会社ナフコ,小売業,小売 ,
E00250,17990,第一建設工業株式会社,建設業,建設・資材 ,
E00242,18280,田辺工業株式会社,建設業,建設・資材 ,
E05573,38030,イメージ情報開発株式会社,情報・通信業,情報通信・サービスその他 ,
E04136,90120,秩父鉄道株式会社,陸運業,運輸・物流 ,
E02927,26760,高千穂交易株式会社,卸売業,商社・卸売 ,7
E01439,59830,イワブチ株式会社,金属製品,建設・資材 ,
E01599,64630,ＴＰＲ株式会社,機械,機械 ,6
E00116,97640,技研興業株式会社,建設業,建設・資材 ,
E24536,31660,ＯＣＨＩホールディングス株式会社,卸売業,商社・卸売 ,7
E00907,46210,ロックペイント株式会社,化学,素材・化学 ,
E03401,27540,株式会社東葛ホールディングス,小売業,小売 ,
E01126,52100,日本山村硝子株式会社,ガラス・土石製品,建設・資材 ,7
E03556,83310,株式会社千葉銀行,銀行業,銀行 ,4
E27050,36660,株式会社テクノスジャパン,情報・通信業,情報通信・サービスその他 ,7
E30692,42470,ポバール興業株式会社,,,
E01462,34350,サンコーテクノ株式会社,金属製品,建設・資材 ,
E03647,,株式会社　福邦銀行,,,
E27032,45840,株式会社ジーンテクノサイエンス,医薬品,医薬品 ,
E02142,72010,日産自動車株式会社,輸送用機器,自動車・輸送機 ,1
E02759,99290,平和紙業株式会社,卸売業,商社・卸売 ,
E04334,90750,福山通運株式会社,陸運業,運輸・物流 ,6
E02536,,日本出版販売株式会社,,,
E33238,65500,Fringe81株式会社,サービス業,情報通信・サービスその他 ,
E05647,43440,ソースネクスト株式会社,情報・通信業,情報通信・サービスその他 ,7
E02073,64300,ダイコク電機株式会社,機械,機械 ,7
E04504,95040,中国電力株式会社,電気・ガス業,電力・ガス ,4
E01903,68490,日本光電工業株式会社,電気機器,電機・精密 ,4
E01337,58070,東京特殊電線株式会社,非鉄金属,鉄鋼・非鉄 ,7
E05598,24870,株式会社ＣＤＧ,サービス業,情報通信・サービスその他 ,7
E03861,88060,ダイビル株式会社,不動産業,不動産 ,6
E02163,72610,マツダ株式会社,輸送用機器,自動車・輸送機 ,2
E00701,,株式会社岩手日報社,,,
E30909,,大阪印刷インキ製造株式会社,,,
E04500,95090,北海道電力株式会社,電気・ガス業,電力・ガス ,4
E04142,,のと鉄道株式会社,,,
E01206,52820,ジオスター株式会社,ガラス・土石製品,建設・資材 ,
E32146,35370,昭栄薬品株式会社,卸売業,商社・卸売 ,
E01066,42410,株式会社 アテクト,化学,素材・化学 ,
E01131,53550,日本坩堝株式会社,ガラス・土石製品,建設・資材 ,
E00511,29240,イフジ産業株式会社,食料品,食品 ,7
E01434,64840,株式会社ケーブイケー（商号　株式会社　ＫＶＫ）,機械,機械 ,
E03552,83380,株式会社筑波銀行,銀行業,銀行 ,7
E04181,,瀬戸内運輸株式会社,,,
E01373,59230,高田機工株式会社,金属製品,建設・資材 ,7
E05107,47710,株式会社エフアンドエム,サービス業,情報通信・サービスその他 ,
E02669,81480,上原成商事株式会社,卸売業,商社・卸売 ,
E01212,52850,株式会社ヤマックス,ガラス・土石製品,建設・資材 ,
E00996,35510,ダイニック株式会社,繊維製品,素材・化学 ,7
E05737,21730,株式会社博展,サービス業,情報通信・サービスその他 ,
E02255,63550,住友精密工業株式会社,機械,機械 ,7
E04510,95130,電源開発株式会社,電気・ガス業,電力・ガス ,4
E03076,81350,ゼット株式会社,卸売業,商社・卸売 ,
E02856,75250,リックス株式会社,卸売業,商社・卸売 ,7
E04395,,北日本放送株式会社,,,
E03592,83980,株式会社筑邦銀行,,,
E05400,37410,株式会社セック,情報・通信業,情報通信・サービスその他 ,7
E03367,26810,株式会社ゲオホールディングス,小売業,小売 ,6
E02560,80510,株式会社山善,卸売業,商社・卸売 ,6
E32795,65380,株式会社キャリアインデックス,サービス業,情報通信・サービスその他 ,
